Time(s),Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
4.840,921420,-2.092532,6.737284,9.332599,-0.180662,0.121907,-0.077008
4.860,921440,-0.885855,6.177041,8.034941,0.371449,0.067548,0.185458
4.880,921460,-2.743755,2.193089,8.925584,0.443527,0.013856,0.345602
4.900,921480,-6.272809,1.230620,8.652645,-0.103521,0.091796,0.153083
4.920,921500,-4.955997,5.391742,7.671022,-0.213703,0.149752,-0.029977
4.940,921520,-3.548207,6.363788,7.829040,0.005329,-0.008926,-0.030243
4.960,921540,-4.596867,6.488286,8.049306,-0.257936,-0.164274,-0.008660
4.980,921560,-7.718906,7.666234,7.781156,-0.576625,0.069014,-0.435400
5.000,921580,-6.880936,9.524135,6.416461,-0.319755,0.351864,-0.746228
5.020,921600,-4.946421,5.956774,6.957550,0.008660,0.346268,-0.478300
5.040,921620,-4.017470,3.251326,8.097190,-0.289245,0.107251,-0.009459
5.060,921640,-3.998317,4.232949,6.665458,-0.439530,0.037438,0.413550
5.080,921660,-2.461239,4.711789,5.908890,-0.000799,0.066083,0.575293
5.100,921680,-1.642422,2.308010,6.052542,0.315625,-0.178130,0.456051
5.120,921700,-4.529830,1.168370,5.798757,0.108983,-0.536123,0.138161
5.140,921720,-6.737284,3.007117,5.908890,0.031309,-0.533458,-0.296573
5.160,921740,-1.891419,4.630386,7.249643,0.348133,-0.323752,-0.292709
5.180,921760,-3.605668,4.299986,9.648633,0.078740,-0.220631,0.102588
5.200,921780,-4.644751,3.734955,12.890382,-0.261799,0.287380,-0.118975
5.220,921800,-1.642422,4.936844,14.398729,-0.401959,0.329081,-0.269527
5.240,921820,-0.464475,6.540959,11.707646,-0.252473,0.089531,-0.090730
5.260,921840,-0.555455,6.564901,7.752425,0.432868,-0.208507,0.059155
5.280,921860,-1.273715,3.620033,8.226477,0.754222,-0.097392,0.266329
5.300,921880,-3.643975,1.766921,9.600749,0.155348,0.104720,0.399427
5.320,921900,-4.438850,4.505888,7.699753,-0.258202,0.110715,0.087799
5.340,921920,-3.940856,6.871359,6.564901,-0.084602,0.064617,-0.156147
5.360,921940,-4.472369,8.556877,7.838616,-0.289112,0.037438,-0.282317
5.380,921960,-5.913678,10.797850,7.383718,-0.467242,0.057822,-0.726643
5.400,921980,-7.905654,8.327033,6.229713,-0.271392,0.156680,-0.975386
5.420,922000,-7.671022,5.228937,6.296751,-0.249675,0.421810,-0.592746
5.440,922020,-5.793968,4.204218,8.255207,-0.582354,0.442061,-0.307897
5.460,922040,-4.070143,6.387730,7.163452,-0.513606,0.224894,0.084735
5.480,922060,-1.489193,5.817910,4.625597,0.304833,0.005063,0.541185
5.500,922080,-0.885855,1.675941,3.983952,0.926623,-0.300969,0.687074
5.520,922100,-5.559336,-1.470040,6.033388,0.551711,-0.564767,0.251674
5.540,922120,-6.277597,3.016694,6.981492,0.070346,-0.366119,-0.138827
5.560,922140,-2.188300,7.412448,7.762002,0.279652,0.058755,-0.112447
5.580,922160,-4.209007,2.001553,12.880805,-0.079006,0.299104,-0.169204
5.600,922180,-7.513005,3.299210,12.698846,-0.741165,0.499617,-0.311495
5.620,922200,-3.107674,7.996634,11.990162,-0.177064,0.545182,-0.706792
5.640,922220,2.509123,6.876147,9.715671,0.500417,-0.149219,-0.242614
5.660,922240,0.541090,3.744531,6.919243,0.508544,-0.816707,0.690005
5.680,922260,-4.865018,2.427721,5.947197,0.326949,-0.621524,1.019086
5.700,922280,-4.865018,2.221819,8.169016,0.238217,-0.158812,0.491890
5.720,922300,-3.730166,5.846641,8.245630,-0.183859,-0.165873,0.030243
5.740,922320,-3.912126,12.928689,5.961562,-0.299637,-0.170536,-0.424208
5.760,922340,-7.029376,10.606314,5.109226,-0.024115,0.048629,-0.972188
