Time(s),Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
5.520,121380,6.780379,5.635951,5.018247,-0.120974,0.226360,-0.063285
5.540,121400,6.445191,5.540183,5.430049,-0.120974,0.279119,-0.029444
5.560,121420,6.215348,5.228937,5.975927,-0.108717,0.326017,-0.060087
5.580,121440,6.426037,4.903325,6.517017,-0.125770,0.313493,-0.132165
5.600,121460,6.785168,4.817134,6.876147,-0.162276,0.292043,-0.181861
5.620,121480,7.158663,4.797980,6.986280,-0.167472,0.239283,-0.142158
5.640,121500,7.350199,4.893748,6.813898,-0.157746,0.173467,-0.044100
5.660,121520,6.655881,4.888960,6.665458,-0.138427,0.158945,0.022383
5.680,121540,5.923255,5.037400,6.718130,-0.098325,0.117776,0.059155
5.700,121560,5.789180,5.066131,6.871359,-0.044499,0.089798,0.045032
5.720,121580,5.985504,4.797980,6.938396,-0.028511,0.109516,-0.009459
5.740,121600,6.325481,4.611232,7.038953,-0.057822,0.092196,-0.044100
5.760,121620,6.924031,4.419696,6.986280,-0.087400,0.080738,-0.013723
5.780,121640,7.244854,4.424485,7.091625,-0.139093,0.108850,0.056090
5.800,121660,7.091625,4.501099,7.287950,-0.151750,0.125637,0.098191
5.820,121680,7.264008,4.659117,7.580042,-0.120708,0.108317,0.101389
5.840,121700,7.627927,4.721366,7.704541,-0.079672,0.102188,0.073410
5.860,121720,7.589619,4.788404,7.699753,-0.060221,0.062619,0.015588
5.880,121740,7.479486,4.826711,7.733272,-0.030776,-0.027446,-0.034907
5.900,121760,7.398083,4.745308,7.527370,-0.014389,-0.097659,-0.044100
5.920,121780,7.082048,4.654328,7.182605,-0.026113,-0.151351,-0.019185
5.940,121800,6.646304,4.697424,7.024588,-0.051161,-0.199314,-0.012391
5.960,121820,6.354211,4.860229,6.703765,-0.089931,-0.217300,-0.034240
5.980,121840,6.191406,4.941632,6.478710,-0.122839,-0.221031,-0.074343
6.000,121860,6.253655,5.070919,6.277597,-0.141358,-0.183459,-0.088332
6.020,121880,6.406884,5.185841,6.268020,-0.146954,-0.134697,-0.051427
6.040,121900,6.483498,5.267244,6.272809,-0.137628,-0.120974,-0.004796
6.060,121920,6.517017,5.430049,6.186617,-0.135096,-0.104054,0.007861
6.080,121940,5.951985,5.458780,6.157887,-0.143090,-0.063818,-0.011724
6.100,121960,5.377377,5.439626,6.181829,-0.137628,-0.057423,-0.046364
6.120,121980,5.477933,5.497087,6.157887,-0.142025,-0.051161,-0.076342
6.140,122000,5.990293,5.516241,6.086061,-0.136029,-0.005596,-0.073144
6.160,122020,6.301539,5.592855,5.999869,-0.143623,0.015721,-0.062485
6.180,122040,6.612785,5.875371,6.019023,-0.158145,-0.008127,-0.092329
6.200,122060,6.943185,6.177041,6.258443,-0.150685,0.012923,-0.140159
6.220,122080,7.240066,6.143522,6.382942,-0.098458,0.058355,-0.140825
6.240,122100,7.493851,6.200983,6.454768,-0.054625,0.082870,-0.090997
6.260,122120,7.268796,6.062119,6.646304,0.001066,0.100856,-0.032109
6.280,122140,6.971915,5.837064,6.689400,0.046897,0.069280,0.003730
6.300,122160,6.981492,5.535394,6.708553,0.037838,0.019185,0.003597
6.320,122180,6.761226,5.171476,6.722919,-0.017054,0.006662,-0.042234
6.340,122200,6.636727,4.989516,6.603208,-0.094461,-0.008394,-0.076342
6.360,122220,6.555324,5.099649,6.325481,-0.157479,-0.031043,-0.071678
6.380,122240,5.966351,5.161899,6.464345,-0.188122,0.004663,-0.090331
6.400,122260,5.846641,5.157111,6.440403,-0.174799,-0.011325,-0.078207
6.420,122280,6.215348,5.185841,6.335058,-0.149485,-0.047564,-0.041168
6.440,122300,6.359000,5.133168,6.330269,-0.134830,-0.039436,-0.037172
6.460,122320,6.449979,5.013458,6.402095,-0.106851,-0.059821,-0.034240
6.480,122340,6.521805,4.879383,6.339846,-0.106851,-0.094594,-0.026380
6.500,122360,6.526594,4.774038,6.167464,-0.123905,-0.123505,-0.025314
6.520,122380,6.124368,4.893748,6.210559,-0.159611,-0.104986,-0.026646
6.540,122400,5.832275,5.114015,6.521805,-0.156680,-0.061553,-0.014123
6.560,122420,6.186617,5.166687,6.828263,-0.107651,0.003597,0.023982
6.580,122440,6.818686,4.946421,7.086837,-0.070213,0.092196,0.075009
6.600,122460,7.335834,4.515464,7.331046,-0.055424,0.134430,0.144156
6.620,122480,7.661446,4.156334,7.565677,-0.064217,0.112847,0.234753
6.640,122500,7.920019,4.103662,7.627927,-0.106319,0.073277,0.284315
6.660,122520,8.121132,4.175488,7.503428,-0.133897,-0.016121,0.225560
6.680,122540,8.097190,3.931279,7.230489,-0.186391,-0.137495,0.104187
6.700,122560,7.580042,3.955221,6.924031,-0.284982,-0.268594,-0.004530
6.720,122580,6.880936,4.118027,6.799533,-0.366386,-0.352263,-0.088599
6.740,122600,6.301539,4.410120,6.579266,-0.414882,-0.394897,-0.162942
6.760,122620,6.315904,4.941632,6.363788,-0.429271,-0.437531,-0.249942
6.780,122640,6.617573,5.348647,6.258443,-0.428605,-0.412217,-0.334277
6.800,122660,6.813898,5.415684,6.205771,-0.417014,-0.365320,-0.357459
6.820,122680,6.689400,5.525817,5.985504,-0.429005,-0.330547,-0.320954
6.840,122700,6.698977,5.506664,5.937620,-0.416081,-0.323485,-0.282450
6.860,122720,6.938396,5.281609,5.688623,-0.433801,-0.340672,-0.239683
6.880,122740,6.866570,5.257667,5.540183,-0.485628,-0.368518,-0.225028
6.900,122760,6.493075,5.602432,5.861006,-0.536123,-0.331613,-0.253139
6.920,122780,6.148310,5.645528,6.378153,-0.531193,-0.251940,-0.307897
6.940,122800,6.129156,5.377377,6.564901,-0.550245,-0.201312,-0.290311
6.960,122820,6.153099,5.358223,6.593631,-0.597276,-0.169737,-0.240216
6.980,122840,6.311116,5.506664,6.387730,-0.589415,-0.211038,-0.207574
7.000,122860,6.517017,5.674258,6.081272,-0.568364,-0.306565,-0.248876
7.020,122880,6.306327,6.004658,6.023811,-0.557972,-0.309230,-0.351730
7.040,122900,6.483498,6.100426,6.282385,-0.515871,-0.292309,-0.382507
7.060,122920,7.110779,5.894525,6.287174,-0.511208,-0.251541,-0.343470
7.080,122940,7.800309,5.659893,6.014235,-0.547847,-0.250874,-0.269527
